x-min,y-mni,z-mni,x-tal,y-tal,z-tal,dist1,BA1,AnatA1,AnatB1,dist2,BA2,AnatA2,AnatB2,dist3,BA3,AnatA3,AnatB3
39,52,8,39,51,5,4,Brodmann area 10,Inferior Frontal Gyrus,*,7,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe,12,Brodmann area 44,Inferior Frontal Gyrus,*
46,52,8,46,51,5,1,Brodmann area 10,Middle Frontal Gyrus,*,4,Brodmann area 46,Inferior Frontal Gyrus,*,7,Brodmann area 44,Inferior Frontal Gyrus,*
-38,59,8,-38,58,4,4,Brodmann area 10,Middle Frontal Gyrus,*,9,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 11,Middle Frontal Gyrus,Frontal Lobe
-31,59,8,-31,58,4,4,Brodmann area 10,Middle Frontal Gyrus,*,15,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe
-24,59,8,-24,58,4,5,Brodmann area 10,Superior Frontal Gyrus,*,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,17,Brodmann area 42,Anterior Cingulate,Limbic Lobe
-10,59,8,-10,58,4,4,Brodmann area 10,Medial Frontal Gyrus,*,13,Brodmann area 32,Anterior Cingulate,*,14,Brodmann area 42,Anterior Cingulate,Limbic Lobe
-3,59,8,-3,58,4,3,Brodmann area 10,Medial Frontal Gyrus,*,12,Brodmann area 32,Anterior Cingulate,*,13,Brodmann area 42,Anterior Cingulate,Limbic Lobe
4,59,8,4,58,4,3,Brodmann area 10,Medial Frontal Gyrus,*,12,Brodmann area 32,Anterior Cingulate,*,13,Brodmann area 42,Anterior Cingulate,Limbic Lobe
11,59,8,11,58,4,4,Brodmann area 10,Medial Frontal Gyrus,*,13,Brodmann area 32,Anterior Cingulate,*,14,Brodmann area 42,Anterior Cingulate,Limbic Lobe
25,59,8,25,58,4,4,Brodmann area 10,Superior Frontal Gyrus,*,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,17,Brodmann area 42,Anterior Cingulate,Limbic Lobe
32,59,8,32,58,4,4,Brodmann area 10,Middle Frontal Gyrus,*,14,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe
39,59,8,39,58,4,3,Brodmann area 10,Middle Frontal Gyrus,*,8,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 44,Inferior Frontal Gyrus,*
-24,66,8,-24,64,4,3,Brodmann area 10,Superior Frontal Gyrus,*,17,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,22,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-17,66,8,-17,64,4,3,Brodmann area 10,Medial Frontal Gyrus,*,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,19,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-10,66,8,-10,64,4,2,Brodmann area 10,Medial Frontal Gyrus,*,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,18,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
4,66,8,4,64,4,1,Brodmann area 10,Medial Frontal Gyrus,*,17,Brodmann area 11,Medial Frontal Gyrus,Frontal Lobe,17,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
11,66,8,11,64,4,2,Brodmann area 10,Medial Frontal Gyrus,*,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,18,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
18,66,8,18,64,4,2,Brodmann area 10,Medial Frontal Gyrus,*,16,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,19,Brodmann area 32,Anterior Cingulate,Limbic Lobe
25,66,8,25,64,4,2,Brodmann area 10,Superior Frontal Gyrus,*,17,Brodmann area 11,Superior Frontal Gyrus,Frontal Lobe,22,Brodmann area 32,Anterior Cingulate,Limbic Lobe
-31,-95,15,-31,-91,18,2,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,6,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe,17,Brodmann area 17,Cuneus,Occipital Lobe
-24,-95,15,-24,-91,18,3,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe,4,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,13,Brodmann area 17,Cuneus,Occipital Lobe
-3,-95,15,-3,-91,18,2,Brodmann area 18,Cuneus,Occipital Lobe,7,Brodmann area 19,Cuneus,Occipital Lobe,10,Brodmann area 17,Cuneus,Occipital Lobe
-38,-88,15,-38,-85,18,3,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,6,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe,13,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe
-31,-88,15,-31,-85,18,3,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,9,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe,13,Brodmann area 31,Precuneus,Occipital Lobe
-3,-88,15,-3,-85,18,2,Brodmann area 18,Cuneus,Occipital Lobe,7,Brodmann area 17,Cuneus,Occipital Lobe,10,Brodmann area 19,Cuneus,Occipital Lobe
4,-88,15,4,-85,18,2,Brodmann area 18,Cuneus,Occipital Lobe,7,Brodmann area 17,Cuneus,Occipital Lobe,9,Brodmann area 19,Cuneus,Occipital Lobe
39,-88,15,39,-85,18,2,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,6,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe,12,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe
-45,-81,15,-45,-78,18,4,Brodmann area 19,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,11,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe
-38,-81,15,-38,-78,18,5,Brodmann area 19,Middle Occipital Gyrus,Temporal Lobe,8,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,10,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe
-3,-81,15,-3,-78,18,3,Brodmann area 18,Cuneus,Occipital Lobe,6,Brodmann area 17,Cuneus,Occipital Lobe,8,Brodmann area 23,Cuneus,Occipital Lobe
4,-81,15,4,-78,18,3,Brodmann area 18,Cuneus,Occipital Lobe,6,Brodmann area 17,Cuneus,Occipital Lobe,8,Brodmann area 23,Cuneus,Occipital Lobe
39,-81,15,39,-78,18,5,Brodmann area 19,Middle Occipital Gyrus,Temporal Lobe,8,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,10,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe
46,-81,15,46,-78,18,5,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,6,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,12,Brodmann area 18,Middle Occipital Gyrus,Occipital Lobe
-52,-74,15,-51,-71,17,4,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 19,Middle Temporal Gyrus,Temporal Lobe,11,Brodmann area 37,Middle Temporal Gyrus,Temporal Lobe
-45,-74,15,-45,-71,17,5,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,9,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,10,Brodmann area 37,Middle Temporal Gyrus,Temporal Lobe
-38,-74,15,-38,-71,17,8,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,9,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,11,Brodmann area 37,Middle Temporal Gyrus,Temporal Lobe
-3,-74,15,-3,-71,17,1,Brodmann area 18,Cuneus,Occipital Lobe,4,Brodmann area 31,Precuneus,Occipital Lobe,5,Brodmann area 23,Cuneus,Occipital Lobe
4,-74,15,4,-71,17,1,Brodmann area 18,Cuneus,Occipital Lobe,5,Brodmann area 31,Precuneus,Occipital Lobe,5,Brodmann area 23,Cuneus,Occipital Lobe
11,-74,15,11,-71,17,3,Brodmann area 18,Cuneus,Occipital Lobe,5,Brodmann area 23,Cuneus,Occipital Lobe,5,Brodmann area 31,Posterior Cingulate,Limbic Lobe
39,-74,15,39,-71,17,8,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,9,Brodmann area 19,Middle Occipital Gyrus,Occipital Lobe,11,Brodmann area 37,Middle Temporal Gyrus,Temporal Lobe
46,-74,15,46,-71,17,5,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,8,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,10,Brodmann area 37,Middle Temporal Gyrus,Temporal Lobe
53,-74,15,52,-71,17,4,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,4,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,10,Brodmann area 37,Middle Temporal Gyrus,Temporal Lobe
-59,-67,15,-58,-64,17,1,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,4,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-52,-67,15,-51,-64,17,2,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,4,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-45,-67,15,-45,-64,17,4,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-38,-67,15,-38,-64,17,6,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,9,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe
-17,-67,15,-17,-64,17,3,Brodmann area 31,Posterior Cingulate,Limbic Lobe,4,Brodmann area 18,Cuneus,Occipital Lobe,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe
-10,-67,15,-10,-64,17,3,Brodmann area 31,Posterior Cingulate,Limbic Lobe,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe,5,Brodmann area 18,Cuneus,Occipital Lobe
-3,-67,15,-3,-64,17,1,Brodmann area 31,Posterior Cingulate,Limbic Lobe,3,Brodmann area 23,Posterior Cingulate,Limbic Lobe,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe
4,-67,15,4,-64,17,2,Brodmann area 31,Posterior Cingulate,Limbic Lobe,4,Brodmann area 23,Posterior Cingulate,Limbic Lobe,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe
11,-67,15,11,-64,17,2,Brodmann area 31,Posterior Cingulate,Limbic Lobe,5,Brodmann area 18,Cuneus,Occipital Lobe,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe
18,-67,15,18,-64,17,2,Brodmann area 31,Posterior Cingulate,Limbic Lobe,3,Brodmann area 18,Cuneus,Occipital Lobe,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe
46,-67,15,46,-64,17,4,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,8,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
53,-67,15,52,-64,17,3,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,3,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,6,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-59,-60,15,-58,-57,17,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe
-52,-60,15,-51,-57,17,1,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe
-45,-60,15,-45,-57,17,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe,5,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe
-17,-60,15,-17,-57,17,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe,7,Brodmann area 31,Posterior Cingulate,Limbic Lobe,10,Brodmann area 18,Cuneus,Occipital Lobe
-10,-60,15,-10,-57,17,6,Brodmann area 23,Posterior Cingulate,Limbic Lobe,7,Brodmann area 31,Posterior Cingulate,Limbic Lobe,8,Brodmann area 30,Posterior Cingulate,Limbic Lobe
-3,-60,15,-3,-57,17,2,Brodmann area 23,Posterior Cingulate,Limbic Lobe,5,Brodmann area 29,Posterior Cingulate,Limbic Lobe,6,Brodmann area 30,Posterior Cingulate,Limbic Lobe
4,-60,15,4,-57,17,2,Brodmann area 23,Posterior Cingulate,Limbic Lobe,5,Brodmann area 29,Posterior Cingulate,Limbic Lobe,6,Brodmann area 30,Posterior Cingulate,Limbic Lobe
11,-60,15,11,-57,17,7,Brodmann area 23,Posterior Cingulate,Limbic Lobe,7,Brodmann area 31,Posterior Cingulate,Limbic Lobe,8,Brodmann area 30,Posterior Cingulate,Limbic Lobe
18,-60,15,18,-57,17,5,Brodmann area 30,Posterior Cingulate,Limbic Lobe,6,Brodmann area 31,Posterior Cingulate,Limbic Lobe,10,Brodmann area 18,Cuneus,Occipital Lobe
46,-60,15,46,-57,17,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe
53,-60,15,52,-57,17,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe
60,-60,15,59,-57,17,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe
-59,-53,15,-58,-51,16,3,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Supramarginal Gyrus,Temporal Lobe
-52,-53,15,-51,-51,16,5,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 40,Inferior Parietal Lobule,Temporal Lobe
-45,-53,15,-45,-51,16,5,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe
-3,-53,15,-3,-51,16,1,Brodmann area 30,Posterior Cingulate,Limbic Lobe,4,Brodmann area 23,Posterior Cingulate,Limbic Lobe,5,Brodmann area 29,Posterior Cingulate,Limbic Lobe
4,-53,15,4,-51,16,1,Brodmann area 30,Posterior Cingulate,Limbic Lobe,4,Brodmann area 23,Posterior Cingulate,Limbic Lobe,4,Brodmann area 29,Posterior Cingulate,Limbic Lobe
11,-53,15,11,-51,16,7,Brodmann area 30,Posterior Cingulate,Limbic Lobe,8,Brodmann area 29,Posterior Cingulate,Limbic Lobe,8,Brodmann area 23,Posterior Cingulate,Limbic Lobe
18,-53,15,18,-51,16,6,Brodmann area 30,Posterior Cingulate,Limbic Lobe,12,Brodmann area 31,Posterior Cingulate,Limbic Lobe,12,Brodmann area 18,Lingual Gyrus,*
46,-53,15,46,-51,16,5,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 19,Middle Temporal Gyrus,Occipital Lobe
53,-53,15,52,-51,16,4,Brodmann area 39,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 40,Inferior Parietal Lobule,Temporal Lobe
60,-53,15,59,-51,16,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 39,Middle Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Supramarginal Gyrus,Temporal Lobe
-66,-46,15,-65,-44,16,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Supramarginal Gyrus,Temporal Lobe,9,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-59,-46,15,-58,-44,16,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 13,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Supramarginal Gyrus,Temporal Lobe
-52,-46,15,-51,-44,16,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 13,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-3,-46,15,-3,-44,16,2,Brodmann area 29,Posterior Cingulate,Limbic Lobe,4,Brodmann area 30,Posterior Cingulate,Limbic Lobe,10,Brodmann area 23,Posterior Cingulate,Limbic Lobe
4,-46,15,4,-44,16,1,Brodmann area 29,Posterior Cingulate,Limbic Lobe,4,Brodmann area 30,Posterior Cingulate,Limbic Lobe,10,Brodmann area 23,Posterior Cingulate,Limbic Lobe
46,-46,15,46,-44,16,5,Brodmann area 13,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,9,Brodmann area 40,Inferior Parietal Lobule,Temporal Lobe
53,-46,15,52,-44,16,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 13,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
60,-46,15,59,-44,16,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 13,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Supramarginal Gyrus,Temporal Lobe
67,-46,15,66,-44,16,3,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Supramarginal Gyrus,Temporal Lobe,10,Brodmann area 21,Middle Temporal Gyrus,Temporal Lobe
-66,-39,15,-65,-37,16,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe
-59,-39,15,-58,-37,16,5,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 13,Superior Temporal Gyrus,Temporal Lobe
-45,-39,15,-45,-37,16,3,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 13,Insula,Sub-lobar,6,Brodmann area 41,Superior Temporal Gyrus,Temporal Lobe
53,-39,15,52,-37,16,5,Brodmann area 13,Insula,Sub-lobar,7,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe
60,-39,15,59,-37,16,4,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 13,Superior Temporal Gyrus,Temporal Lobe
67,-39,15,66,-37,16,2,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,8,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe
-66,-32,15,-65,-30,15,3,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 40,Postcentral Gyrus,Parietal Lobe
-59,-32,15,-58,-30,15,3,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 41,Superior Temporal Gyrus,Temporal Lobe
-52,-32,15,-51,-30,15,1,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,3,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Superior Temporal Gyrus,Temporal Lobe
-45,-32,15,-45,-30,15,3,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 13,Insula,Sub-lobar
-38,-32,15,-38,-30,15,2,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 13,Insula,Sub-lobar,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe
39,-32,15,39,-30,15,2,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,3,Brodmann area 13,Insula,Sub-lobar,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe
46,-32,15,46,-30,15,2,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,6,Brodmann area 13,Insula,Sub-lobar
53,-32,15,52,-30,15,2,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,2,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Superior Temporal Gyrus,Temporal Lobe
60,-32,15,59,-30,15,3,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,6,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
67,-32,15,66,-30,15,2,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,3,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe,7,Brodmann area 40,Postcentral Gyrus,Parietal Lobe
-66,-25,15,-65,-24,15,3,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 43,Postcentral Gyrus,Parietal Lobe
-59,-25,15,-58,-24,15,2,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe
-52,-25,15,-51,-24,15,1,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,6,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe
-45,-25,15,-45,-24,15,3,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 13,Insula,Sub-lobar
-38,-25,15,-38,-24,15,3,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,4,Brodmann area 13,Insula,Sub-lobar,7,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe
-31,-25,15,-31,-24,15,3,Brodmann area 13,Insula,Sub-lobar,7,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,9,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe
32,-25,15,32,-24,15,2,Brodmann area 13,Insula,Sub-lobar,6,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,8,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe
39,-25,15,39,-24,15,3,Brodmann area 13,Insula,Sub-lobar,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,6,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe
46,-25,15,46,-24,15,3,Brodmann area 29,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Insula,Sub-lobar,5,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe
53,-25,15,52,-24,15,1,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe
60,-25,15,59,-24,15,2,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe
67,-25,15,66,-24,15,4,Brodmann area 42,Superior Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 43,Postcentral Gyrus,Parietal Lobe
-66,-18,15,-65,-17,15,1,Brodmann area 43,Postcentral Gyrus,Parietal Lobe,2,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 42,Transverse Temporal Gyrus,Temporal Lobe
-59,-18,15,-58,-17,15,4,Brodmann area 42,Transverse Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Postcentral Gyrus,Parietal Lobe
-52,-18,15,-51,-17,15,2,Brodmann area 43,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Insula,Sub-lobar
-45,-18,15,-45,-17,15,1,Brodmann area 13,Insula,Sub-lobar,5,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 43,Postcentral Gyrus,Parietal Lobe
-38,-18,15,-38,-17,15,2,Brodmann area 13,Insula,Sub-lobar,7,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,12,Brodmann area 43,Postcentral Gyrus,Parietal Lobe
39,-18,15,39,-17,15,1,Brodmann area 13,Insula,Sub-lobar,7,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,11,Brodmann area 43,Postcentral Gyrus,Parietal Lobe
46,-18,15,46,-17,15,1,Brodmann area 13,Insula,Sub-lobar,4,Brodmann area 43,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe
53,-18,15,52,-17,15,2,Brodmann area 43,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Insula,Sub-lobar
60,-18,15,59,-17,15,4,Brodmann area 42,Transverse Temporal Gyrus,Temporal Lobe,4,Brodmann area 41,Transverse Temporal Gyrus,Temporal Lobe,5,Brodmann area 40,Postcentral Gyrus,Parietal Lobe
67,-18,15,66,-17,15,2,Brodmann area 43,Postcentral Gyrus,Parietal Lobe,2,Brodmann area 40,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 42,Transverse Temporal Gyrus,Temporal Lobe
-66,-11,15,-65,-10,14,2,Brodmann area 42,Transverse Temporal Gyrus,Temporal Lobe,2,Brodmann area 43,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-52,-11,15,-51,-10,14,2,Brodmann area 43,Precentral Gyrus,Frontal Lobe,3,Brodmann area 13,Precentral Gyrus,Frontal Lobe,6,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
-45,-11,15,-45,-10,14,4,Brodmann area 13,Insula,Sub-lobar,7,Brodmann area 6,Precentral Gyrus,Frontal Lobe,7,Brodmann area 43,Precentral Gyrus,Frontal Lobe
-38,-11,15,-38,-10,14,3,Brodmann area 13,Insula,Sub-lobar,12,Brodmann area 6,Precentral Gyrus,Frontal Lobe,13,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
39,-11,15,39,-10,14,3,Brodmann area 13,Insula,Sub-lobar,11,Brodmann area 6,Precentral Gyrus,Frontal Lobe,12,Brodmann area 22,Superior Temporal Gyrus,Temporal Lobe
